Date,Service Category,Program Area,Program Type,Provider,Program Site Name,Borough,Street Address,City,State,Postcode,Latitude,Longitude,Community Board,Community Name,Council District,Census Tract 2010,NDA,NTA,BIN,BBL,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,NIA Community Services Network Inc,P.S. 121 Nelson A. Rockefeller,Brooklyn,5301 20 AVENUE,BROOKLYN,NY,11204,40.62286,-73.97881,NULL,NULL,NULL,,NULL,NULL,3253281,3054951101,POINT (-73.97881 40.62286),16867,2,2,18,39
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,"United Activities Unlimited, Inc.",P.S. 055 Henry M. Boehm,NULL,54 OSBORNE STREET,STATEN ISLAND,NY,10312,40.53641,-74.16355,Manhattan Community Districts,NULL,NULL,,NULL,NULL,,,POINT (-74.16355 40.53641),10699,15,1,9,77
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Fresh Youth Initiatives, Inc.",Amistad Dual Language School,Manhattan,4862 BROADWAY,MANHATTAN,NY,10034,40.86671,-73.92395,NULL,NULL,Council District 10 Manhattan,291,NULL,MN01,1064900,1022340007,POINT (-73.92395 40.86671),13092,47,4,39,22
06/01/2019,Afterschool Programs,Beacon,Beacon,The Child Center of NY Inc,JHS 226 VIRGIL I GRISSOM (Q226),Queens,121-10 ROCKAWAY BOULEVARD,QUEENS,NY,11420,40.67577,-73.81694,NULL,NULL,Council District 28 Queens,840,NULL,QN55,4253607,4117140100,POINT (-73.81694 40.67577),24016,62,3,46,64
06/01/2019,Housing Support,Compass,COMPASS SONYC Pilot,"Women In Need, Inc.",Junius Residence,Brooklyn,1738 EAST NEW YORK AVENUE,Brooklyn,NY,11212,40.67525,-73.9042,NULL,NULL,Council District 37 Brooklyn,908,NULL,BK81,3083426,3036790030,POINT (-73.9042 40.67525),13516,55,2,37,46
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Manhattan Youth Recreation and Resources, Inc.",City Knoll Middle School,Manhattan,425 WEST 33RD STREET,MANHATTAN,NY,10001,40.75309,-73.99764,Richmond CD 002,NULL,Council District 03 Manhattan,103,NULL,MN13,1012851,1007310054,POINT (-73.99764 40.75309),11722,12,4,10,6
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Bergen Basin Community Development Corporation,J.H.S. 014 Shell Bank,Brooklyn,2424 BATCHELDER STREET,BROOKLYN,NY,11235,40.59352,-73.93767,NULL,NULL,Council District 48 Brooklyn,596,NULL,BK17,3203617,3074240001,POINT (-73.93767000000001 40.59352),13826,32,2,15,36
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Global Kids, Inc.",New Directions Secondary School,Bronx,240 EAST 172 STREET,BRONX,NY,10457,40.83987,-73.91116,NULL,NULL,NULL,,NULL,NULL,2007806,2028170002,POINT (-73.91116 40.83987),10935,50,5,42,27
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,82nd Street Academics,Hunters Point Community Middle School,Queens,1-50 51ST AVENUE,QUEENS,NY,11101,40.74296,-73.9592,NULL,NULL,Council District 26 Queens,1,NULL,QN31,4538588,4000060008,POINT (-73.9592 40.74296),16858,53,3,33,66
06/01/2019,Afterschool Programs,Beacon,Beacon,"Queens Community House, Inc.",J.H.S. 190,Queens,68-17 Austin Street,Queens,NY,11375,40.72271,-73.8517,Queens CD 006,Forest Hills,Council District 029 Queens,71305,NDA Not-defined,QN17,4075214,4031720002,POINT (-73.8517 40.72271),14786,40,3,28,70
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,After-School All-Stars,Explore Exceed Charter School,Brooklyn,443 ST MARKS AVENUE,BROOKLYN,NY,11238,40.67677,-73.96006,NULL,NULL,Council District 35 Brooklyn,305,NULL,BK61,3028281,3011480050,POINT (-73.96006 40.67677),13829,16,2,48,49
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,"United Activities Unlimited, Inc.",P.S. 045 John Tyler,NULL,58 LAWRENCE AVENUE,STATEN ISLAND,NY,10310,40.62853,-74.10751,NULL,NULL,NULL,,NULL,NULL,,,POINT (-74.10751 40.62853),10697,4,1,13,74
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,"Development Outreach, Inc.",The Children of the Middle Passage,Manhattan,43-55 West 124th St,New York,NY,10027,40.80651,-73.94457,NULL,NULL,Council District 09 Manhattan,200,NULL,MN11,1053454,1017220013,POINT (-73.94457 40.80651),12424,18,4,36,18
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Sheltering Arms Children and Family Services, Inc.",Eagle Academy for Young Men of Harlem,Manhattan,6 EDGECOMBE AVENUE,MANHATTAN,NY,10030,40.81737,-73.94771,NULL,NULL,Council District 09 Manhattan,22102,NULL,MN03,1059460,1019600001,POINT (-73.94771 40.817370000000004),12427,18,4,36,20
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Inwood Community Services, Inc.",Harold O. Levy School,Manhattan,650 ACADEMY STREET,MANHATTAN,NY,10034,40.86605,-73.92483,NULL,NULL,Council District 10 Manhattan,291,NULL,MN01,1076776,1022330020,POINT (-73.92483 40.86605),13098,47,4,39,22
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"The Greater Ridgewood Youth Council, Inc.",Saint Adalbert School,Queens,52-17 83 STREET,Queens,NY,11373,40.73287,-73.88383,NULL,NULL,Council District 25 Queens,499,NULL,QN29,4443149,4029020011,POINT (-73.88383 40.73287),14784,66,3,5,68
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Inwood Community Services, Inc.",Paula Hedbavny School,Manhattan,421 W 219TH ST,MANHATTAN,NY,10034,40.87125,-73.91214,NULL,NULL,Council District 10 Manhattan,299,NULL,MN01,1064704,1022150831,POINT (-73.91214 40.87125),13092,47,4,39,22
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,YMCA of Greater New York/Prospect Park,P.S. 200 BENSON SCHOOL,Brooklyn,1940 BENSON AVENUE,BROOKLYN,NY,11214,40.60319,-74.00141,NULL,NULL,Council District 43 Brooklyn,282,NULL,BK27,3167818,3064070008,POINT (-74.00141 40.60319),17616,1,2,44,37
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,The Children's Aid Society,P.S. 50 VITO MARCANTONIO SCHOOL,Manhattan,433 EAST 100 STREET,MANHATTAN,NY,10029,40.78526,-73.94153,NULL,NULL,Council District 08 Manhattan,162,NULL,MN33,1083933,1016940001,POINT (-73.94153 40.78526),12426,7,4,35,14
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,YMCA of Greater New York / Dodge,P.S. 038 The Pacific,Brooklyn,450 PACIFIC STREET,BROOKLYN,NY,11217,40.68526,-73.98264,NULL,NULL,Council District 33 Brooklyn,39,NULL,BK38,3001183,3001910001,POINT (-73.98264 40.68526),17619,68,2,38,54
06/01/2019,Afterschool Programs,Compass,COMPASS Explore,"Jewish Community Center of Staten Island, Inc.",P.S. 65 The Academy of Innovative Learning,NULL,98 GRANT STREET,STATEN ISLAND,NY,10301,40.63375,-74.07838,NULL,NULL,NULL,,NULL,NULL,,,POINT (-74.07838 40.63375),10369,4,1,13,74
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"United Activities Unlimited, Inc.",I.S. 034 Tottenville,NULL,528 ACADEMY AVENUE,STATEN ISLAND,NY,10307,40.5084,-74.24296,Manhattan Community Districts,NULL,NULL,,NULL,NULL,,,POINT (-74.24296 40.5084),10694,15,1,9,77
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Union Settlement Association Inc,Jefferson Community Center,Manhattan,2205 First Avenue,New York,NY,10029,40.79432,-73.93665,NULL,NULL,Council District 08 Manhattan,180,NULL,MN34,1081091,1016840001,POINT (-73.93665 40.794320000000006),12426,7,4,35,14
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Xposure Foundation Inc.,Explore Empower Charter School,Brooklyn,188 ROCHESTER AVENUE,BROOKLYN,NY,11213,40.67276,-73.92797,NULL,NULL,Council District 36 Brooklyn,347,NULL,BK61,3036289,3013670022,POINT (-73.92797 40.67276),17615,16,2,49,49
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,Coalition for Hispanic Family Services,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE) (Q877),Queens,76-05 51 AVENUE,QUEENS,NY,11373,40.73679,-73.88744,NULL,NULL,Council District 25 Queens,479,NULL,QN50,4056455,4024510021,POINT (-73.88744 40.73679),14784,66,3,5,68
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Manhattan Youth Recreation and Resources, Inc.",Ella Baker School,Manhattan,317 EAST 67 STREET,MANHATTAN,NY,10065,40.76536,-73.96006,NULL,NULL,Council District 05 Manhattan,118,NULL,MN31,1083343,1014420001,POINT (-73.96006 40.76536),10090,23,4,1,11
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Learning Through An Expanded Arts Program, Inc.",M.S. 594,Bronx,1000 TELLER AVENUE,BRONX,NY,10456,40.82794,-73.91437,NULL,NULL,Council District 16 Bronx,173,NULL,BX14,2097111,2024240001,POINT (-73.91437 40.827940000000005),10934,50,5,42,27
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Art Start, Inc",Nelson Family Residence,Bronx,1605-1611 Nelson Avenue,Bronx,NY,10453,40.84622,-73.91958,NULL,NULL,Council District 14 Bronx,21502,NULL,BX36,2008816,2028760055,POINT (-73.91958 40.84622000000001),10930,6,5,29,29
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Manhattan Youth Recreation and Resources, Inc.",M.S. 297,Manhattan,10 East 15th Street,Manhattan,NY,10003,40.73652,-73.99273,Richmond CD 003,NULL,Council District 02 Manhattan,52,NULL,MN13,1089902,1008420034,POINT (-73.99273 40.73652),11724,11,4,50,7
06/01/2019,Afterschool Programs,Compass,COMPASS High School,"Partnership With Children, Inc.",Brooklyn Emerging Leaders Academy Charter School (BELA),Brooklyn,"125 STUYVESANT AVENUE,",Brooklyn,NY,11221,40.69127,-73.9337,NULL,NULL,Council District 36 Brooklyn,291,NULL,BK35,3043822,3016160001,POINT (-73.9337 40.69127),18181,69,2,49,52
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,Child Development Ctr of the Mosholu Montefiore Comm Center,P.S. 041 Gun Hill Road,Bronx,3352 OLINVILLE AVENUE,BRONX,NY,10467,40.87431,-73.86816,NULL,NULL,Council District 12 Bronx,374,NULL,BX44,2056898,2046240015,POINT (-73.86816 40.87431),11605,29,5,2,30
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,North Brooklyn Development Corporation,P.S. 110 The Monitor,Brooklyn,124 MONITOR STREET,BROOKLYN,NY,11222,40.72373,-73.9423,NULL,NULL,NULL,,NULL,NULL,3067144,3026880042,POINT (-73.9423 40.72373),18182,36,2,38,57
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Harlem RBI Incorporated,DREAM Charter School,Manhattan,232 EAST 103 STREET,MANHATTAN,NY,10029,40.78895,-73.94454,NULL,NULL,Council District 08 Manhattan,164,NULL,MN33,1052384,1016520016,POINT (-73.94454 40.78895),12426,7,4,35,14
06/01/2019,Afterschool Programs,Beacon,Beacon,"United Activities Unlimited, Inc.",PS 18,NULL,221 BROADWAY,STATEN ISLAND,NY,10310,40.63672,-74.11695,NULL,NULL,NULL,,NULL,NULL,,,POINT (-74.11695 40.63672),10697,4,1,13,74
06/01/2019,Afterschool Programs,Beacon,Beacon,Good Shepherd Services,P.S. 15 Patrick Daly,Brooklyn,71 SULLIVAN STREET,Brooklyn,NY,11231,40.67734,-74.01156,Brooklyn CD 006,Carroll Gardens-Columbia Street-Red Hook,Council District 038 Brooklyn,53,NDA Not-defined,BK33,3008585,3005660001,POINT (-74.01156 40.67734),13514,14,2,7,48
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,African Refuge Inc.,AR Inc Youth Center,NULL,140 Park Hill Ave,Staten Island,NY,10304,40.61662,-74.08069,NULL,NULL,NULL,,NULL,NULL,,,POINT (-74.08069 40.61662),10691,4,1,13,74
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,YMCA of Greater New York / Dodge,P.S. 011 Purvis J. Behan,Brooklyn,419 WAVERLY AVENUE,BROOKLYN,NY,11238,40.68549,-73.96629,NULL,NULL,Council District 35 Brooklyn,199,NULL,BK69,3332865,3019620010,POINT (-73.96629 40.68549),13829,68,2,48,55
06/01/2019,Afterschool Programs,Compass,COMPASS High School,Central Queens YM & YWHA Inc,Forest Hills High School,Queens,67-01 110 STREET,QUEENS,NY,11375,40.72947,-73.84569,NULL,NULL,NULL,,NULL,NULL,4052143,4021890002,POINT (-73.84569 40.72947),14786,40,3,28,70
06/01/2019,Afterschool Programs,Beacon,Beacon,Research Foundation of CUNY,23K323 - P.S./I.S.323,Brooklyn,210 CHESTER STREET,BROOKLYN,NY,11212,40.66654,-73.9109,NULL,NULL,Council District 41 Brooklyn,924,NULL,BK81,3081442,3035420001,POINT (-73.9109 40.66654),17614,55,2,17,46
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,SCO Family of Services,P.S. 971,Brooklyn,6214 4TH AVENUE,BROOKLYN,NY,11220,40.63957,-74.01976,NULL,NULL,Council District 38 Brooklyn,72,NULL,BK32,3143927,3057990038,POINT (-74.01976 40.63957),18180,9,2,7,45
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Phipps Neighborhoods, Inc.",I.S. 313 School of Leadership Development,Bronx,1600 WEBSTER AVENUE,BRONX,NY,10457,40.84088,-73.90475,NULL,NULL,Council District 16 Bronx,167,NULL,BX01,2009400,2028970005,POINT (-73.90475 40.84088),10935,34,5,42,25
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,University Settlement Society of New York,P.S. 134 Henrietta Szold,Manhattan,293 EAST BROADWAY,MANHATTAN,NY,10002,40.71457,-73.98372,Richmond CD 001,NULL,Council District 01 Manhattan,202,NULL,MN28,1003736,1002880015,POINT (-73.98372 40.71457),11723,70,4,32,4
06/01/2019,Afterschool Programs,Compass,COMPASS Explore,RiseBoro Community Partnership Inc,Ridgewood Bushwick Youth Center,Brooklyn,1474 Gates Avenue,Brooklyn,NY,11237,40.69779,-73.91391,NULL,NULL,Council District 37 Brooklyn,433,NULL,BK77,3387654,3033440016,POINT (-73.91391 40.69779),13828,42,2,37,53
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,New York Center for Interpersonal Development Inc,P.S. 048 William G. Wilcox,NULL,1050 Targee Street,Staten Island,NY,10304,40.60287,-74.09194,Richmond Community Districts,NULL,NULL,,NULL,NULL,,,POINT (-74.09194 40.60287),10691,30,1,14,76
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,"Samuel Field YM & YWHA, Inc.",The James J. Ambrose School,Queens,80-51 261 STREET,QUEENS,NY,11004,40.74381,-73.70927,NULL,NULL,NULL,,NULL,NULL,4178127,4087170001,POINT (-73.70927 40.74381),16098,63,3,16,63
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",P.S. 66,Brooklyn,845 EAST 96 STREET,BROOKLYN,NY,11236,40.64883,-73.90777,NULL,NULL,Council District 42 Brooklyn,970,NULL,BK50,3325418,3081290060,POINT (-73.90777 40.64883),13827,5,2,25,42
06/01/2019,Afterschool Programs,Beacon,Beacon,YMCA of Greater New York/Corporate,J.H.S. 189 Daniel Carter Beard School,Queens,144-80 BARCLAY AVENUE,QUEENS,NY,11355,40.75984,-73.82055,NULL,NULL,Council District 20 Queens,863,NULL,QN51,4114763,4050510027,POINT (-73.82055 40.75984),14190,22,3,3,67
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Morningside Center for Teaching Social Responsibility, Inc.",P.S. 214,Bronx,1970 WEST FARMS ROAD,BRONX,NY,10460,40.83956,-73.88036,NULL,NULL,Council District 17 Bronx,60,NULL,BX75,2094603,2030210038,POINT (-73.88036 40.83956),11269,35,5,43,31
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,Good Shepherd Services,P.S. 246 Poe Center,Bronx,2641 GRAND CONCOURSE,BRONX,NY,10468,40.86559,-73.89476,NULL,NULL,Council District 14 Bronx,401,NULL,BX05,2013830,2031680027,POINT (-73.89476 40.86559),11606,24,5,29,34
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,"New York Junior Tennis League, Inc",P.S./M.S 042 R. Vernam,Queens,488 BEACH 66 STREET,QUEENS,NY,11692,40.59443,-73.79495,NULL,NULL,NULL,,NULL,NULL,4302817,4160390014,POINT (-73.79495 40.59443),20530,51,3,47,58
06/01/2019,Afterschool Programs,Compass,COMPASS Explore,Kingsbridge Heights Community Center Inc,Bronx Theatre High School,Bronx,99 TERRACE VIEW AVENUE,BRONX,NY,10463,40.87711,-73.91226,NULL,NULL,Council District 10 Bronx,309,NULL,MN01,1064532,1022150080,POINT (-73.91226 40.87711000000001),11272,48,4,39,33
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,New York City Mission Society,P.S. 033 Timothy Dwight,Bronx,2424 JEROME AVENUE,BRONX,NY,10468,40.86185,-73.90176,NULL,NULL,Council District 14 Bronx,239,NULL,BX40,2014099,2031880020,POINT (-73.90176 40.86185),11606,6,5,29,29
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Al-Madinah School Inc.,Al Madinah School,Brooklyn,383 3 AVENUE,BROOKLYN,NY,11215,40.67367,-73.98916,NULL,NULL,Council District 39 Brooklyn,119,NULL,BK37,3338558,3009800001,POINT (-73.98916 40.67367),17617,14,2,27,50
06/01/2019,Afterschool Programs,Compass,COMPASS High School,"Fresh Youth Initiatives, Inc.",Gregorio Luperon High School for Science and Mathematics,NULL,501 WEST 165TH,MANHATTAN,NY,10032,40.83844,-73.93866,NULL,NULL,NULL,,NULL,NULL,,,POINT (-73.93866 40.83844),13090,47,4,39,21
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,HANAC INC,"Saint Demetrios, Greek -American Day School",Queens,30-11 30 DRIVE,Queens,NY,11102,40.76553,-73.92336,NULL,NULL,Council District 22 Queens,63,NULL,QN70,4441083,4005930001,POINT (-73.92336 40.76553),16859,39,3,4,72
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,YMCA of Greater New York/Greenpoint,McCarren Recreation Center,Brooklyn,776 Lorimer Street,NULL,NY,11222,40.72006,-73.95035,NULL,NULL,Council District 33 Brooklyn,515,NULL,BK73,3067525,3026960001,POINT (-73.95035 40.72006),18182,36,2,38,57
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,YMCA of Greater New York/Chinatown,P.S. 126 Jacob August Riis,Manhattan,80 CATHERINE STREET,MANHATTAN,NY,10038,40.71073,-73.99663,Richmond CD 001,NULL,Council District 01 Manhattan,25,NULL,MN27,1083357,1001110160,POINT (-73.99663 40.71073),13096,70,4,32,2
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",I.S. 051 Edwin Markham,NULL,20 HOUSTON STREET,STATEN ISLAND,NY,10302,40.62297,-74.14501,NULL,NULL,NULL,,NULL,NULL,,,POINT (-74.14501 40.62297000000001),10370,4,1,14,75
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,Women's Housing and Economic Development Corporation (WHEDCO,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,Bronx,1220 GERARD AVENUE,BRONX,NY,10452,40.83585,-73.92003,NULL,NULL,Council District 16 Bronx,197,NULL,BX63,2097130,2024800008,POINT (-73.92003 40.83585),10930,50,5,42,27
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",Ebbets Field Middle School,Brooklyn,46 MCKEEVER PLACE,BROOKLYN,NY,11225,40.66503,-73.95903,NULL,NULL,Council District 35 Brooklyn,325,NULL,BK63,3034356,3013010001,POINT (-73.95903 40.66503),13509,17,2,48,44
06/01/2019,Afterschool Programs,Beacon,Beacon,Sunnyside Community Services Inc,The Children's Lab School,Queens,45-45  42nd Street,Queens,NY,11104,40.74257,-73.9226,Queens CD 002,Hunters Point-Sunnyside-West Maspeth,Council District 026 Queens,18102,NDA Not-defined,QN31,4540402,4001690006,POINT (-73.9226 40.74257),16861,53,3,33,66
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Community Association of Progressive Dominicans Inc,P.S./I.S. 187 Hudson Cliffs,Manhattan,349 CABRINI BOULEVARD,MANHATTAN,NY,10040,40.85669,-73.93709,NULL,NULL,Council District 10 Manhattan,273,NULL,MN35,1064371,1021790365,POINT (-73.93709 40.85669),13098,47,4,39,22
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,The Young Women's Christian Association of the City of NY,P.S. 90 EDNA COHEN SCHOOL,Brooklyn,2840 WEST 12 STREET,BROOKLYN,NY,11224,40.57826,-73.97963,NULL,NULL,Council District 47 Brooklyn,350,NULL,BK23,3196558,3072660040,POINT (-73.97963 40.57826000000001),18184,21,2,45,35
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Casita Maria, Inc.",Bronx Studio School for Writers and Artists,Bronx,928 SIMPSON STREET,BRONX,NY,10459,40.82058,-73.89313,NULL,NULL,Council District 17 Bronx,89,NULL,BX27,2116211,2027230033,POINT (-73.89313000000001 40.82058),10937,8,5,43,24
06/01/2019,Afterschool Programs,Compass,COMPASS High School,"Phipps Neighborhoods, Inc.","Metropolitan High School, The",Queens,91-30 METROPOLITAN AVENUE,QUEENS,NY,11375,40.71137,-73.8567,NULL,NULL,Council District 29 Queens,645,NULL,QN17,4447233,4038860800,POINT (-73.8567 40.71137),14786,40,3,28,70
06/01/2019,Afterschool Programs,Compass,COMPASS Elementary,Federation of Italian-American Organizations of Brooklyn LTD,P.S. 048 Mapleton,Brooklyn,6015 18 AVENUE,BROOKLYN,NY,11204,40.62187,-73.9874,NULL,NULL,Council District 44 Brooklyn,244,NULL,BK88,3132140,3055190001,POINT (-73.9874 40.62187),16867,2,2,18,39
